Fájlnév,Kulcs
bba_focus_l_english.yml,ETH_arms_production_desc
bba_focus_l_english.yml,ETH_mytishchi-ababa_plant
bba_focus_l_english.yml,ETH_mytishchi-ababa_plant_desc
bba_focus_l_english.yml,ETH_send_home_advisors
bba_focus_l_english.yml,ETH_send_home_advisors_desc
bba_focus_l_english.yml,ETH_send_home_advisors_tt
bba_focus_l_english.yml,ETH_soviet-ethiopian_trade_agreement
bba_focus_l_english.yml,ETH_soviet-ethiopian_trade_agreement_desc
bba_focus_l_english.yml,ETH_seek_new_trading_partners
bba_focus_l_english.yml,ETH_seek_new_trading_partners_desc
bba_focus_l_english.yml,ETH_freedom_at_gunpoint
bba_focus_l_english.yml,ETH_freedom_at_gunpoint_desc
bba_focus_l_english.yml,ETH_freedom_at_gunpoint_tt
bba_focus_l_english.yml,ETH_boots_on_the_shore
bba_focus_l_english.yml,ETH_boots_on_the_shore_desc
bba_focus_l_english.yml,ETH_request_soviet_hulls
bba_focus_l_english.yml,ETH_request_soviet_hulls_desc
bba_focus_l_english.yml,ETH_organization_of_african_unity
bba_focus_l_english.yml,ETH_organization_of_african_unity_desc
bba_focus_l_english.yml,ETH_organization_of_african_unity_tt
bba_focus_l_english.yml,ETH_pan-africanism_liberate_tt
bba_focus_l_english.yml,ETH_executive_council
bba_focus_l_english.yml,ETH_executive_council_desc
bba_focus_l_english.yml,ETH_executive_council_tt
bba_focus_l_english.yml,ETH_african_union
bba_focus_l_english.yml,ETH_african_union_desc
bba_focus_l_english.yml,ETH_african_union_tt
bba_focus_l_english.yml,ETH_african_central_bank
bba_focus_l_english.yml,ETH_african_central_bank_desc
bba_focus_l_english.yml,ETH_african_central_bank_tt
bba_focus_l_english.yml,ETH_african_central_bank_2_tt
bba_focus_l_english.yml,ETH_mass_transit
bba_focus_l_english.yml,ETH_mass_transit_desc
bba_focus_l_english.yml,ETH_mutual_defense
bba_focus_l_english.yml,ETH_mutual_defense_desc
bba_focus_l_english.yml,ETH_mutual_defense_tt
bba_focus_l_english.yml,ETH_our_own_path
bba_focus_l_english.yml,ETH_our_own_path_desc
bba_focus_l_english.yml,ETH_our_own_path_tt
bba_focus_l_english.yml,ETH_communal_agriculture
bba_focus_l_english.yml,ETH_communal_agriculture_desc
bba_focus_l_english.yml,ETH_communal_agriculture_industry_tt
bba_focus_l_english.yml,ETH_communal_agriculture_consumer_tt
bba_focus_l_english.yml,ETH_seize_the_means
bba_focus_l_english.yml,ETH_seize_the_means_desc
bba_focus_l_english.yml,ETH_preparing_for_the_inevitable
bba_focus_l_english.yml,ETH_preparing_for_the_inevitable_desc
bba_focus_l_english.yml,ETH_refuge_for_the_spanish_exiles
bba_focus_l_english.yml,ETH_refuge_for_the_spanish_exiles_desc
bba_focus_l_english.yml,ETH_the_lion_and_the_sun
bba_focus_l_english.yml,ETH_the_lion_and_the_sun_desc
bba_focus_l_english.yml,ETH_japanese_investments_tt
bba_focus_l_english.yml,ETH_an_ethiopian_navy_in_exile
bba_focus_l_english.yml,ETH_an_ethiopian_navy_in_exile_desc
bba_focus_l_english.yml,ETH_an_arabic_base
bba_focus_l_english.yml,ETH_an_arabic_base_desc
bba_focus_l_english.yml,ETH_uk_arabia_tt
bba_focus_l_english.yml,ETH_an_empire_in_the_shade_of_the_sun
bba_focus_l_english.yml,ETH_an_empire_in_the_shade_of_the_sun_desc
bba_focus_l_english.yml,ETH_japan_has_island_tt
bba_focus_l_english.yml,ETH_japan_joins_tt
bba_focus_l_english.yml,ETH_an_audience_with_countryleadertitle
bba_focus_l_english.yml,ETH_an_audience_with_countryleadertitle_desc
bba_focus_l_english.yml,GER_fascism_leader_title
bba_focus_l_english.yml,GER_male_kaiser_title
bba_focus_l_english.yml,GER_female_kaiser_title
bba_focus_l_english.yml,GER_chancellor_title
bba_focus_l_english.yml,GER_generalfeldmarshall_title
bba_focus_l_english.yml,ETH_befriend_goring
bba_focus_l_english.yml,ETH_befriend_goring_desc
bba_focus_l_english.yml,ETH_steel_lions
bba_focus_l_english.yml,ETH_steel_lions_desc
bba_focus_l_english.yml,ETH_armor_officers_tt
bba_focus_l_english.yml,ETH_german_mediation
bba_focus_l_english.yml,ETH_german_mediation_desc
bba_focus_l_english.yml,ETH_ger_and_ita_have_same_dieology_tt
bba_focus_l_english.yml,ETH_sabotage_italo-german_relations
bba_focus_l_english.yml,ETH_sabotage_italo-german_relations_desc
bba_focus_l_english.yml,ETH_unlock_false_flag_tt
bba_focus_l_english.yml,ETH_joint_swedish-ethiopian_intelligence_program
bba_focus_l_english.yml,ETH_joint_swedish-ethiopian_intelligence_program_desc
bba_focus_l_english.yml,ETH_anti-tank_guns
bba_focus_l_english.yml,ETH_anti-tank_guns_desc
bba_focus_l_english.yml,ETH_a_libyan_revolt
bba_focus_l_english.yml,ETH_a_libyan_revolt_desc
bba_focus_l_english.yml,ETH_ethiopias_cause_is_ours
bba_focus_l_english.yml,ETH_ethiopias_cause_is_ours_desc
bba_focus_l_english.yml,ETH_SWE_join_war_tt
bba_focus_l_english.yml,ETH_reach_out_to_the_italians
bba_focus_l_english.yml,ETH_reach_out_to_the_italians_desc
bba_focus_l_english.yml,ETH_reach_out_to_the_italians_tt
bba_focus_l_english.yml,ETH_can_start_a_civil_war_tt
bba_focus_l_english.yml,ETH_sway_the_warlords
bba_focus_l_english.yml,ETH_sway_the_warlords_desc
bba_focus_l_english.yml,ETH_sway_the_warlords_tt
bba_focus_l_english.yml,ETH_expand_the_bodyguard
bba_focus_l_english.yml,ETH_expand_the_bodyguard_desc
bba_focus_l_english.yml,ETH_expand_the_bodyguard_tt
bba_focus_l_english.yml,ETH_declare_for_italy
bba_focus_l_english.yml,ETH_declare_for_italy_desc
bba_focus_l_english.yml,ETH_restore_the_country
bba_focus_l_english.yml,ETH_restore_the_country_desc
bba_focus_l_english.yml,ETH_invite_italian_settlers
bba_focus_l_english.yml,ETH_invite_italian_settlers_desc
bba_focus_l_english.yml,ETH_invite_italian_settlers_tt
bba_focus_l_english.yml,ETH_replace_the_abuna
bba_focus_l_english.yml,ETH_replace_the_abuna_desc
bba_focus_l_english.yml,abuna_abraham_gojjam_tt
bba_focus_l_english.yml,ETH_replace_the_abuna_original
bba_focus_l_english.yml,ETH_change_state_religion
bba_focus_l_english.yml,ETH_replace_the_abuna_desc_ethiopia
bba_focus_l_english.yml,ETH_replace_the_abuna_desc_gojjam
bba_focus_l_english.yml,ETH_replace_the_abuna_desc_jimma
bba_focus_l_english.yml,ETH_the_capital_victory_parade
bba_focus_l_english.yml,ETH_the_capital_victory_parade_desc
bba_focus_l_english.yml,ETH_amedeos_feast_of_maskal
bba_focus_l_english.yml,ETH_amedeos_feast_of_maskal_desc
bba_focus_l_english.yml,ETH_amedeos_feast_of_maskal_tt
bba_focus_l_english.yml,ETH_assertiveness
bba_focus_l_english.yml,ETH_assertiveness_autonomy_effect
bba_focus_l_english.yml,ETH_assertiveness_desc
bba_focus_l_english.yml,ETH_assertiveness_tt
bba_focus_l_english.yml,ETH_assertiveness_gojjam
bba_focus_l_english.yml,ETH_assertiveness_jimma
bba_focus_l_english.yml,ETH_assertiveness_ethiopia
bba_focus_l_english.yml,ETH_exploit_french_weakness
bba_focus_l_english.yml,ETH_exploit_french_weakness_desc
bba_focus_l_english.yml,ETH_exploit_french_weakness_tt
bba_focus_l_english.yml,ETH_france_divided_tt
bba_focus_l_english.yml,ETH_invite_italian_investors
bba_focus_l_english.yml,ETH_invite_italian_investors_desc
bba_focus_l_english.yml,ETH_italian_general_staff
bba_focus_l_english.yml,ETH_italian_general_staff_desc
bba_focus_l_english.yml,ETH_italian_general_staff_tt
bba_focus_l_english.yml,ETH_cooperation
bba_focus_l_english.yml,ETH_cooperation_desc
bba_focus_l_english.yml,ETH_cooperation_sud_tt
bba_focus_l_english.yml,ETH_cooperation_som_tt
bba_focus_l_english.yml,ETH_cooperation_gugsa_tt
bba_focus_l_english.yml,ETH_cooperation_gojjam
bba_focus_l_english.yml,ETH_cooperation_jimma
bba_focus_l_english.yml,ETH_cooperation_gugsa
bba_focus_l_english.yml,ETH_reinforce_dynamic_identity
bba_focus_l_english.yml,ETH_reinforce_dynamic_identity_desc
bba_focus_l_english.yml,ETH_reinforce_ethiopian_identity
bba_focus_l_english.yml,ETH_reinforce_gojjam_identity
bba_focus_l_english.yml,ETH_reinforce_jimman_identity
bba_focus_l_english.yml,ETH_reinforced_identity
bba_focus_l_english.yml,ETH_underground_wargames
bba_focus_l_english.yml,ETH_underground_wargames_desc
bba_focus_l_english.yml,ETH_adopt_the_lira
bba_focus_l_english.yml,ETH_adopt_the_lira_desc
bba_focus_l_english.yml,ETH_request_italian_equipment
bba_focus_l_english.yml,ETH_request_italian_equipment_desc
bba_focus_l_english.yml,ETH_request_italian_equipment_tt
bba_focus_l_english.yml,ETH_recruit_mercenaries
bba_focus_l_english.yml,ETH_recruit_mercenaries_desc
bba_focus_l_english.yml,ETH_askari_tt
bba_focus_l_english.yml,ETH_sudanese_mercs_tt
bba_focus_l_english.yml,ETH_arab_mercs_colab_tt
bba_focus_l_english.yml,ETH_set_up_a_customs_barrier
bba_focus_l_english.yml,ETH_set_up_a_customs_barrier_desc
bba_focus_l_english.yml,ETH_contact_the_exiles
bba_focus_l_english.yml,ETH_contact_the_exiles_desc
bba_focus_l_english.yml,ETH_outsourced_production
bba_focus_l_english.yml,ETH_outsourced_production_desc
bba_focus_l_english.yml,ETH_outsourced_production_tt
bba_focus_l_english.yml,ETH_outsourced_production_air_tt
bba_focus_l_english.yml,ETH_outsourced_production_army_tt
bba_focus_l_english.yml,ETH_outsourced_production_factories_tt
bba_focus_l_english.yml,ETH_together_for_victory
bba_focus_l_english.yml,ETH_together_for_victory_desc
bba_focus_l_english.yml,ETH_together_for_victory_tt
bba_focus_l_english.yml,ETH_our_enemys_enemy
bba_focus_l_english.yml,ETH_our_enemys_enemy_desc
bba_focus_l_english.yml,ETH_our_enemys_enemy_tt
bba_focus_l_english.yml,ETH_raid_italian_depots
bba_focus_l_english.yml,ETH_raid_italian_depots_desc
bba_focus_l_english.yml,ETH_raid_italian_depots_tt
bba_focus_l_english.yml,ETH_the_italian_language
bba_focus_l_english.yml,ETH_the_italian_language_desc
bba_focus_l_english.yml,ETH_compensation
bba_focus_l_english.yml,ETH_compensation_desc
bba_focus_l_english.yml,ETH_negusa_nagast
bba_focus_l_english.yml,ETH_negusa_nagast_desc
bba_focus_l_english.yml,ETH_negusa_nagast_tt
bba_focus_l_english.yml,ETH_the_italo-ethiopian_empire
bba_focus_l_english.yml,ETH_the_italo-ethiopian_empire_desc
bba_focus_l_english.yml,ETH_the_italo-ethiopian_empire_tt
bba_focus_l_english.yml,ETH_reclaim_the_empire
bba_focus_l_english.yml,ETH_reclaim_the_empire_desc
bba_focus_l_english.yml,ETH_reclaim_the_empire_tt
bba_focus_l_english.yml,ETH_the_liberator_of_country_short
bba_focus_l_english.yml,ETH_the_liberator_of_country_short_desc
bba_focus_l_english.yml,ETH_the_liberator_of_gojjam
bba_focus_l_english.yml,ETH_the_liberator_of_jimma
bba_focus_l_english.yml,ETH_the_liberator_of_ethiopia
bba_focus_l_english.yml,ETH_consolidate_east_africa
bba_focus_l_english.yml,ETH_consolidate_east_africa_desc
bba_focus_l_english.yml,ETH_consolidate_east_africa_tt
bba_focus_l_english.yml,ETH_chitet_name
bba_focus_l_english.yml,ETH_chitet_name_democratic
bba_focus_l_english.yml,ETH_chitet_name_communist
bba_focus_l_english.yml,ETH_naval_college_name_communist
bba_focus_l_english.yml,ETH_naval_college_name_historical
bba_focus_l_english.yml,ETH_naval_college_name_fallback
bba_focus_l_english.yml,ETH_airbase_name
bba_focus_l_english.yml,ETH_airbase_name_fallback
bba_focus_l_english.yml,ETH_experts
bba_focus_l_english.yml,ETH_investors
bba_focus_l_english.yml,ETH_reintegrate_aussa
bba_focus_l_english.yml,ETH_reintegrate_aussa_desc
bba_focus_l_english.yml,ETH_communist_tax_exemption_title
bba_focus_l_english.yml,ETH_communist_tax_exemption_desc
bba_focus_l_english.yml,ETH_communist_seize_assets_desc
bba_focus_l_english.yml,ETH_communist_seize_assets_title
bba_focus_l_english.yml,ETH_tax_exemption_default_desc
bba_focus_l_english.yml,ETH_seize_assets_default_desc
bba_focus_l_english.yml,ETH_tax_exemption_default_title
bba_focus_l_english.yml,ETH_seize_assets_default_title
bba_focus_l_english.yml,ITA_italian_highways_bba
bba_focus_l_english.yml,ITA_italian_highways_bba_desc
bba_focus_l_english.yml,ITA_develop_libya
bba_focus_l_english.yml,ITA_develop_libya_desc
bba_focus_l_english.yml,ITA_develop_eritrea
bba_focus_l_english.yml,ITA_develop_eritrea_desc
bba_focus_l_english.yml,ITA_develop_somaliland
bba_focus_l_english.yml,ITA_develop_somaliland_desc
bba_focus_l_english.yml,ITA_regional_development
bba_focus_l_english.yml,ITA_regional_development_desc
bba_focus_l_english.yml,ITA_ministry_of_italian_africa
bba_focus_l_english.yml,ITA_ministry_of_italian_africa_desc
bba_focus_l_english.yml,ITA_develop_ethiopia
bba_focus_l_english.yml,ITA_develop_ethiopia_desc
bba_focus_l_english.yml,ITA_ethiopian_railways
bba_focus_l_english.yml,ITA_ethiopian_railways_desc
bba_focus_l_english.yml,ITA_polizia_dell_africa_italiana
bba_focus_l_english.yml,ITA_polizia_dell_africa_italiana_desc
bba_focus_l_english.yml,ITA_strengthen_ascari_corps
bba_focus_l_english.yml,ITA_strengthen_ascari_corps_desc
bba_focus_l_english.yml,ITA_comandante_diavolo
bba_focus_l_english.yml,ITA_comandante_diavolo_desc
bba_focus_l_english.yml,ITA_prospect_for_oil
bba_focus_l_english.yml,ITA_prospect_for_oil_desc
bba_focus_l_english.yml,ITA_libyan_refineries
bba_focus_l_english.yml,ITA_libyan_refineries_desc
bba_focus_l_english.yml,ITA_libyan_infrastructure_bba
bba_focus_l_english.yml,ITA_libyan_infrastructure_bba_desc
bba_focus_l_english.yml,ITA_litoranea_balbo
bba_focus_l_english.yml,ITA_litoranea_balbo_default
bba_focus_l_english.yml,ITA_litoranea_balbo_alt
bba_focus_l_english.yml,ITA_litoranea_balbo_desc
bba_focus_l_english.yml,ITA_via_della_vittoria
bba_focus_l_english.yml,ITA_via_della_vittoria_desc
bba_focus_l_english.yml,ITA_libyan_railway
bba_focus_l_english.yml,ITA_libyan_railway_desc
bba_focus_l_english.yml,ITA_steel_industry_in_terni
bba_focus_l_english.yml,ITA_steel_industry_in_terni_desc
bba_focus_l_english.yml,ITA_power_plants_in_terni
bba_focus_l_english.yml,ITA_power_plants_in_terni_desc
bba_focus_l_english.yml,ITA_industria_della_gomma_sintetica
bba_focus_l_english.yml,ITA_industria_della_gomma_sintetica_desc
bba_focus_l_english.yml,ITA_strengthen_northern_industry
bba_focus_l_english.yml,ITA_strengthen_northern_industry_desc
bba_focus_l_english.yml,ITA_modernize_the_mezzogiorno
bba_focus_l_english.yml,ITA_modernize_the_mezzogiorno_desc
bba_focus_l_english.yml,ITA_new_industrialization_program
bba_focus_l_english.yml,ITA_new_industrialization_program_desc
bba_focus_l_english.yml,ITA_railway_innovations
bba_focus_l_english.yml,ITA_railway_innovations_desc
bba_focus_l_english.yml,ITA_expand_foggia_farm_fields
bba_focus_l_english.yml,ITA_expand_foggia_farm_fields_desc
bba_focus_l_english.yml,ITA_investments_in_edison
bba_focus_l_english.yml,ITA_investments_in_edison_desc
bba_focus_l_english.yml,ITA_expand_national_universities
bba_focus_l_english.yml,ITA_expand_national_universities_desc
bba_focus_l_english.yml,ITA_fiocchi_munizioni
bba_focus_l_english.yml,ITA_fiocchi_munizioni_desc
bba_focus_l_english.yml,ITA_brescia_small_arms_industry
bba_focus_l_english.yml,ITA_brescia_small_arms_industry_desc
bba_focus_l_english.yml,ITA_milan_comms_industry
bba_focus_l_english.yml,ITA_milan_comms_industry_desc
bba_focus_l_english.yml,ITA_redirect_alfa_romeo_production
bba_focus_l_english.yml,ITA_redirect_alfa_romeo_production_desc
bba_focus_l_english.yml,ITA_increase_production
bba_focus_l_english.yml,ITA_increase_production_desc
bba_focus_l_english.yml,ITA_keep_specialization
bba_focus_l_english.yml,ITA_keep_specialization_desc
bba_focus_l_english.yml,ITA_thermojet_research
bba_focus_l_english.yml,ITA_thermojet_research_desc
bba_focus_l_english.yml,ITA_army_primacy_bba
bba_focus_l_english.yml,ITA_army_primacy_bba_desc
bba_focus_l_english.yml,ITA_preserve_army_traditions
bba_focus_l_english.yml,ITA_preserve_army_traditions_desc
bba_focus_l_english.yml,ITA_increase_artillery_production
bba_focus_l_english.yml,ITA_increase_artillery_production_desc
bba_focus_l_english.yml,ITA_vallo_alpino_del_littorio
bba_focus_l_english.yml,ITA_vallo_alpino_del_littorio_desc
bba_focus_l_english.yml,ITA_moschettieri_del_duce
bba_focus_l_english.yml,ITA_moschettieri_del_duce_default
bba_focus_l_english.yml,ITA_moschettieri_del_duce_king
bba_focus_l_english.yml,ITA_moschettieri_del_duce_alt
bba_focus_l_english.yml,ITA_moschettieri_del_duce_pope
bba_focus_l_english.yml,ITA_moschettieri_del_duce_desc
bba_focus_l_english.yml,ITA_moschettieri_del_duce_desc_default
bba_focus_l_english.yml,ITA_moschettieri_del_duce_desc_king
bba_focus_l_english.yml,ITA_moschettieri_del_duce_desc_pope
bba_focus_l_english.yml,ITA_moschettieri_del_duce_desc_alt
bba_focus_l_english.yml,ITA_a_bandits_war
bba_focus_l_english.yml,ITA_a_bandits_war_desc
bba_focus_l_english.yml,ITA_carica_di_isbuscenskij
bba_focus_l_english.yml,ITA_carica_di_isbuscenskij_desc
bba_focus_l_english.yml,ITA_army_leaders
bba_focus_l_english.yml,ITA_army_leaders_desc
bba_focus_l_english.yml,ITA_superesercito
bba_focus_l_english.yml,ITA_superesercito_desc
bba_focus_l_english.yml,ITA_italian_tankettes
bba_focus_l_english.yml,ITA_italian_tankettes_desc
bba_focus_l_english.yml,ITA_bersaglieri
bba_focus_l_english.yml,ITA_bersaglieri_desc
bba_focus_l_english.yml,ITA_divisioni_alpine
bba_focus_l_english.yml,ITA_divisioni_alpine_desc
bba_focus_l_english.yml,ITA_fanti_dell_aria
bba_focus_l_english.yml,ITA_fanti_dell_aria_desc
bba_focus_l_english.yml,ITA_self_propelled_guns
bba_focus_l_english.yml,ITA_self_propelled_guns_desc
bba_focus_l_english.yml,ITA_end_fiat_ansaldo_duopoly
bba_focus_l_english.yml,ITA_end_fiat_ansaldo_duopoly_desc
bba_focus_l_english.yml,ITA_modernize_ansaldo_facilities
bba_focus_l_english.yml,ITA_modernize_ansaldo_facilities_desc
bba_focus_l_english.yml,ITA_ferrea_mole_ferreo_cuore
bba_focus_l_english.yml,ITA_ferrea_mole_ferreo_cuore_desc
bba_focus_l_english.yml,ITA_air_innovations_bba
bba_focus_l_english.yml,ITA_air_innovations_bba_desc
bba_focus_l_english.yml,ITA_citta_dell_aria
bba_focus_l_english.yml,ITA_citta_dell_aria_desc
bba_focus_l_english.yml,ITA_expand_rome_flying_school
bba_focus_l_english.yml,ITA_expand_rome_flying_school_desc
bba_focus_l_english.yml,ITA_reggianes_exports
bba_focus_l_english.yml,ITA_reggianes_exports_desc
bba_focus_l_english.yml,ITA_diving_bombers
bba_focus_l_english.yml,ITA_diving_bombers_desc
bba_focus_l_english.yml,ITA_superaereo
bba_focus_l_english.yml,ITA_superaereo_desc
bba_focus_l_english.yml,ITA_officers_of_the_service_role
bba_focus_l_english.yml,ITA_officers_of_the_service_role_desc
bba_focus_l_english.yml,ITA_standardization
bba_focus_l_english.yml,ITA_standardization_desc
bba_focus_l_english.yml,ITA_specialization
bba_focus_l_english.yml,ITA_specialization_desc
bba_focus_l_english.yml,ITA_multirole_aircraft
bba_focus_l_english.yml,ITA_multirole_aircraft_desc
bba_focus_l_english.yml,ITA_long_range_aircraft
bba_focus_l_english.yml,ITA_long_range_aircraft_desc
bba_focus_l_english.yml,ITA_fighter_designs
bba_focus_l_english.yml,ITA_fighter_designs_desc
bba_focus_l_english.yml,ITA_bomber_designs
bba_focus_l_english.yml,ITA_bomber_designs_desc
bba_focus_l_english.yml,ITA_supremacy_in_the_skies
bba_focus_l_english.yml,ITA_supremacy_in_the_skies_desc
bba_focus_l_english.yml,ITA_naval_power_projection
bba_focus_l_english.yml,ITA_naval_power_projection_desc
bba_focus_l_english.yml,ITA_intensify_torpedo_manufacturing
bba_focus_l_english.yml,ITA_intensify_torpedo_manufacturing_desc
bba_focus_l_english.yml,ITA_expand_naval_facilities
bba_focus_l_english.yml,ITA_expand_naval_facilities_desc
bba_focus_l_english.yml,ITA_oto_naval_guns
bba_focus_l_english.yml,ITA_oto_naval_guns_desc
bba_focus_l_english.yml,ITA_improve_overseas_naval_bases
bba_focus_l_english.yml,ITA_improve_overseas_naval_bases_desc
bba_focus_l_english.yml,ITA_milizia_marittima_di_artiglieria
bba_focus_l_english.yml,ITA_milizia_marittima_di_artiglieria_desc
bba_focus_l_english.yml,ITA_supermarina
bba_focus_l_english.yml,ITA_supermarina_desc
bba_focus_l_english.yml,ITA_stockpile_fuel
bba_focus_l_english.yml,ITA_stockpile_fuel_desc
bba_focus_l_english.yml,ITA_forza_navale_especiale
bba_focus_l_english.yml,ITA_forza_navale_especiale_desc
bba_focus_l_english.yml,ITA_naval_air_coordination
bba_focus_l_english.yml,ITA_naval_air_coordination_desc
bba_focus_l_english.yml,ITA_decima_flottiglia_mas
bba_focus_l_english.yml,ITA_decima_flottiglia_mas_desc
bba_focus_l_english.yml,ITA_incrociatori_leggeri
bba_focus_l_english.yml,ITA_incrociatori_leggeri_desc
bba_focus_l_english.yml,ITA_incrociatori_pesanti
bba_focus_l_english.yml,ITA_incrociatori_pesanti_desc
bba_focus_l_english.yml,ITA_expand_naval_intelligence
bba_focus_l_english.yml,ITA_expand_naval_intelligence_desc
bba_focus_l_english.yml,ITA_cooperation_programs
bba_focus_l_english.yml,ITA_cooperation_programs_desc
bba_focus_l_english.yml,ITA_cruiser_submarines
bba_focus_l_english.yml,ITA_cruiser_submarines_desc
bba_focus_l_english.yml,ITA_midget_submarines
bba_focus_l_english.yml,ITA_midget_submarines_desc
bba_focus_l_english.yml,ITA_cacciatorpediniere_di_scorta
bba_focus_l_english.yml,ITA_cacciatorpediniere_di_scorta_desc
bba_focus_l_english.yml,ITA_ispettorato_dei_mezzi_antisommergibili
bba_focus_l_english.yml,ITA_ispettorato_dei_mezzi_antisommergibili_desc
bba_focus_l_english.yml,ITA_navi_da_battaglia
bba_focus_l_english.yml,ITA_navi_da_battaglia_desc
bba_focus_l_english.yml,ITA_proper_carriers
bba_focus_l_english.yml,ITA_proper_carriers_desc
bba_focus_l_english.yml,ITA_refit_civilian_ships
bba_focus_l_english.yml,ITA_refit_civilian_ships_desc
bba_focus_l_english.yml,ITA_flotta_d_evasione
bba_focus_l_english.yml,ITA_flotta_d_evasione_desc
bba_focus_l_english.yml,ITA_ethiopian_war_logistics_bba
bba_focus_l_english.yml,ITA_ethiopian_war_logistics_bba_desc
bba_focus_l_english.yml,ITA_the_abyssinian_fiasco
bba_focus_l_english.yml,ITA_the_abyssinian_fiasco_desc
bba_focus_l_english.yml,ITA_solid_progress
bba_focus_l_english.yml,ITA_solid_progress_desc
bba_focus_l_english.yml,ITA_struggle_in_ethiopia
bba_focus_l_english.yml,ITA_struggle_in_ethiopia_desc
bba_focus_l_english.yml,ITA_undermine_the_duce
bba_focus_l_english.yml,ITA_undermine_the_duce_desc
bba_focus_l_english.yml,ITA_conspiracies_in_the_shadows
bba_focus_l_english.yml,ITA_conspiracies_in_the_shadows_desc
bba_focus_l_english.yml,ITA_servizio_informazione_militare
bba_focus_l_english.yml,ITA_servizio_informazione_militare_desc
bba_focus_l_english.yml,ITA_triumph_in_africa_bba
bba_focus_l_english.yml,ITA_triumph_in_africa_bba_desc
bba_focus_l_english.yml,ITA_defeat_in_ethiopia_flag
bba_focus_l_english.yml,ITA_devaluate_the_lire
bba_focus_l_english.yml,ITA_devaluate_the_lire_desc
bba_focus_l_english.yml,ITA_anglo_italian_agreements
bba_focus_l_english.yml,ITA_anglo_italian_agreements_desc
bba_focus_l_english.yml,ITA_topple_amhara_rulers
bba_focus_l_english.yml,ITA_topple_amhara_rulers_desc
bba_focus_l_english.yml,ITA_the_new_emperor_of_ethiopia
bba_focus_l_english.yml,ITA_the_new_emperor_of_ethiopia_desc
bba_focus_l_english.yml,ITA_ministero_della_cultura_popolare
bba_focus_l_english.yml,ITA_ministero_della_cultura_popolare_desc
bba_focus_l_english.yml,ITA_culto_del_duce
bba_focus_l_english.yml,ITA_culto_del_duce_desc
bba_focus_l_english.yml,ITA_devotion
bba_focus_l_english.yml,ITA_devotion_desc
bba_focus_l_english.yml,ITA_legge_bottai
bba_focus_l_english.yml,ITA_legge_bottai_desc
bba_focus_l_english.yml,ITA_boost_the_grand_council_of_fascism
bba_focus_l_english.yml,ITA_boost_the_grand_council_of_fascism_desc
bba_focus_l_english.yml,ITA_to_live_as_a_lion
bba_focus_l_english.yml,ITA_to_live_as_a_lion_desc
bba_focus_l_english.yml,ITA_la_battaglia_del_grano
bba_focus_l_english.yml,ITA_la_battaglia_del_grano_desc
bba_focus_l_english.yml,ITA_la_battaglia_per_la_terra
bba_focus_l_english.yml,ITA_la_battaglia_per_la_terra_desc
bba_focus_l_english.yml,ITA_la_battaglia_per_le_nascite
bba_focus_l_english.yml,ITA_la_battaglia_per_le_nascite_desc
bba_focus_l_english.yml,ITA_strengthen_the_regime
bba_focus_l_english.yml,ITA_strengthen_the_regime_desc
bba_focus_l_english.yml,ITA_the_man_of_providence
bba_focus_l_english.yml,ITA_the_man_of_providence_desc
bba_focus_l_english.yml,ITA_believe_obey_fight
bba_focus_l_english.yml,ITA_believe_obey_fight_desc
bba_focus_l_english.yml,ITA_banda_carita
bba_focus_l_english.yml,ITA_banda_carita_desc
bba_focus_l_english.yml,ITA_banda_koch
bba_focus_l_english.yml,ITA_banda_koch_desc
bba_focus_l_english.yml,ITA_security_militias
bba_focus_l_english.yml,ITA_security_militias_desc
bba_focus_l_english.yml,ITA_battaglioni_d_assalto
bba_focus_l_english.yml,ITA_battaglioni_d_assalto_desc
bba_focus_l_english.yml,ITA_strengthen_the_blackshirts
bba_focus_l_english.yml,ITA_strengthen_the_blackshirts_desc
bba_focus_l_english.yml,ITA_milizia_coloniale
bba_focus_l_english.yml,ITA_milizia_coloniale_desc
bba_focus_l_english.yml,ITA_towards_a_greater_italy
bba_focus_l_english.yml,ITA_towards_a_greater_italy_desc
bba_focus_l_english.yml,ITA_heroes_of_the_nation
bba_focus_l_english.yml,ITA_heroes_of_the_nation_desc
bba_focus_l_english.yml,ITA_capo_supremo
bba_focus_l_english.yml,ITA_capo_supremo_desc
bba_focus_l_english.yml,ITA_bend_the_bars
bba_focus_l_english.yml,ITA_bend_the_bars_desc
bba_focus_l_english.yml,ITA_subdue_the_sentinels
bba_focus_l_english.yml,ITA_subdue_the_sentinels_desc
bba_focus_l_english.yml,ITA_a_colonial_empire
bba_focus_l_english.yml,ITA_a_colonial_empire_desc
bba_focus_l_english.yml,ITA_by_blood_alone
bba_focus_l_english.yml,ITA_by_blood_alone_desc
bba_focus_l_english.yml,ITA_masters_of_the_aegean
bba_focus_l_english.yml,ITA_masters_of_the_aegean_desc
bba_focus_l_english.yml,ITA_masters_of_the_mediterranean
bba_focus_l_english.yml,ITA_masters_of_the_mediterranean_desc
bba_focus_l_english.yml,ITA_convene_the_grand_council
bba_focus_l_english.yml,ITA_convene_the_grand_council_desc
bba_focus_l_english.yml,ITA_foreign_affairs
bba_focus_l_english.yml,ITA_foreign_affairs_desc
bba_focus_l_english.yml,ITA_balkan_ambition
bba_focus_l_english.yml,ITA_balkan_ambition_desc
